20181107\tS1980-993X2018000600301\tambiagua/v13n6/1980-993X-ambiagua-13-06-e2204.xml\tBrazilian Innovation Agency (FINEP)\t
20181112\tS1980-993X2018000600307\tambiagua/v13n6/1980-993X-ambiagua-13-06-e2270.xml\tFoundation for Research Support in Espirito Santo (FAPES)\t28598.422.19193.18062015
20190426\tS2179-80872019000200133\tfloram/v26n2/2179-8087-floram-26-2-e20170295.xml\tBNDES\t1157/2012
